Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,1277.180054,1281.750000,1271.000000,1274.099976,1107.015991,35272
2015-01-02,1273.619995,1294.500000,1273.619995,1285.430054,1116.860107,177124
2015-01-05,1296.500000,1299.530029,1263.500000,1268.949951,1102.541260,130358
2015-01-06,1263.500000,1263.500000,1220.030029,1223.280029,1062.860474,176418
2015-01-07,1230.250000,1239.500000,1203.699951,1208.400024,1049.931763,281004
2015-01-08,1222.500000,1225.000000,1211.530029,1221.930054,1061.687622,105244
2015-01-09,1225.000000,1259.000000,1225.000000,1256.099976,1091.376465,192712
2015-01-12,1260.000000,1264.500000,1240.430054,1256.030029,1091.315918,129186
2015-01-13,1257.650024,1265.000000,1240.119995,1249.150024,1085.338379,94802
2015-01-14,1251.780029,1265.400024,1251.500000,1259.069946,1093.956909,82250
2015-01-15,1260.969971,1291.750000,1260.969971,1272.500000,1105.625732,1897278
2015-01-16,1270.000000,1272.500000,1242.000000,1265.949951,1099.934692,367472
2015-01-19,1265.949951,1276.349976,1251.449951,1254.880005,1090.316528,93902
2015-01-20,1263.449951,1264.819946,1241.619995,1249.780029,1085.885376,180204
2015-01-21,1258.000000,1259.500000,1245.050049,1255.680054,1091.011841,120524
2015-01-22,1255.949951,1260.400024,1247.500000,1256.380005,1091.619873,109956
2015-01-23,1252.500000,1265.000000,1247.550049,1250.849976,1086.814575,115804
2015-01-27,1259.949951,1259.949951,1245.050049,1251.400024,1091.656494,104384
2015-01-28,1251.500000,1271.530029,1250.680054,1267.349976,1105.570435,171742
2015-01-29,1267.500000,1279.199951,1256.050049,1270.680054,1108.475464,105674
2015-01-30,1272.500000,1287.469971,1235.069946,1240.500000,1082.147827,301548
2015-02-02,1241.050049,1260.000000,1232.250000,1256.400024,1096.018311,101692
2015-02-03,1250.500000,1280.000000,1250.500000,1277.400024,1114.337646,182210
2015-02-04,1282.500000,1284.819946,1251.719971,1257.000000,1096.541626,96438
2015-02-05,1257.500000,1295.000000,1257.500000,1275.949951,1113.072510,462972
2015-02-06,1276.000000,1296.000000,1275.949951,1288.000000,1123.584595,140984
2015-02-09,1287.500000,1287.500000,1250.500000,1257.569946,1097.039063,114180
2015-02-10,1252.500000,1262.099976,1218.000000,1221.469971,1065.547119,303682
2015-02-11,1230.000000,1243.800049,1224.000000,1230.069946,1073.049316,111550
2015-02-12,1239.500000,1239.500000,1224.000000,1231.400024,1074.209717,87110
2015-02-13,1235.000000,1273.380005,1230.880005,1269.319946,1107.289063,208820
2015-02-16,1275.000000,1296.719971,1275.000000,1292.619995,1127.614868,171790
2015-02-18,1293.500000,1320.000000,1282.780029,1316.949951,1148.838989,252552
2015-02-19,1324.000000,1342.500000,1317.500000,1339.849976,1168.815796,160138
2015-02-20,1340.050049,1347.469971,1321.930054,1337.430054,1166.704590,114720
2015-02-23,1336.949951,1359.949951,1335.780029,1347.530029,1175.515137,124512
2015-02-24,1348.750000,1363.500000,1340.800049,1353.569946,1180.784302,155542
2015-02-25,1354.000000,1361.469971,1334.000000,1335.650024,1165.151733,90696
2015-02-26,1337.500000,1347.099976,1313.150024,1328.180054,1158.635498,100572
2015-02-27,1326.500000,1335.449951,1309.119995,1331.880005,1161.863281,116408
2015-02-28,null,null,null,null,null,null
2015-03-02,1337.550049,1353.500000,1326.619995,1335.069946,1164.645996,82386
2015-03-03,1335.000000,1395.000000,1335.000000,1387.349976,1210.252075,234874
2015-03-04,1387.500000,1405.000000,1358.969971,1371.699951,1196.599976,178838
2015-03-05,1374.000000,1384.069946,1343.000000,1348.180054,1176.082397,155622
2015-03-09,1320.000000,1340.119995,1305.900024,1321.569946,1152.869141,170774
2015-03-10,1321.619995,1337.300049,1297.680054,1321.400024,1152.721069,194476
2015-03-11,1319.780029,1330.680054,1300.500000,1304.680054,1138.135376,159988
2015-03-12,1308.000000,1312.400024,1295.500000,1309.500000,1142.340332,116044
2015-03-13,1312.500000,1319.300049,1286.069946,1290.530029,1125.791626,141250
2015-03-16,1291.000000,1304.969971,1278.250000,1282.680054,1118.943604,87322
2015-03-17,1290.099976,1302.750000,1278.969971,1290.449951,1125.721680,97638
2015-03-18,1295.000000,1299.449951,1277.250000,1280.349976,1116.910889,91332
2015-03-19,1292.500000,1303.000000,1284.599976,1297.199951,1131.610107,103054
2015-03-20,1300.000000,1308.380005,1294.650024,1304.819946,1138.257324,201954
2015-03-23,1305.500000,1315.380005,1303.500000,1305.280029,1138.658569,71220
2015-03-24,1310.969971,1318.000000,1291.030029,1296.780029,1131.243652,118228
2015-03-25,1299.500000,1307.000000,1272.619995,1286.550049,1122.319702,217838
2015-03-26,1278.900024,1293.050049,1250.819946,1256.680054,1096.262939,92698
2015-03-27,1265.500000,1285.619995,1253.430054,1258.099976,1097.501099,122936
2015-03-30,1262.500000,1281.300049,1259.050049,1278.619995,1115.402100,78396
2015-03-31,1280.000000,1283.699951,1259.569946,1273.530029,1110.961548,129270
2015-04-01,1282.500000,1282.500000,1261.250000,1271.699951,1109.365234,349360
2015-04-06,1277.500000,1280.219971,1251.819946,1273.000000,1110.499268,120978
2015-04-07,1284.000000,1296.000000,1273.619995,1293.050049,1127.989868,102886
2015-04-08,1294.000000,1326.000000,1290.619995,1322.180054,1153.401489,109442
2015-04-09,1339.400024,1341.969971,1317.569946,1330.569946,1160.720581,135952
2015-04-10,1327.500000,1334.819946,1314.400024,1325.969971,1156.707642,75400
2015-04-13,1333.500000,1333.500000,1315.000000,1325.119995,1155.966187,75240
2015-04-15,1325.000000,1356.000000,1306.219971,1312.349976,1144.826294,280702
2015-04-16,1317.449951,1317.449951,1283.900024,1292.599976,1127.597168,230710
2015-04-17,1280.500000,1280.500000,1235.500000,1238.099976,1080.054199,748862
2015-04-20,1242.000000,1243.000000,1213.500000,1215.319946,1060.182129,1562296
2015-04-21,1219.449951,1225.000000,1201.000000,1213.430054,1058.533325,149130
2015-04-22,1212.500000,1234.069946,1203.550049,1223.949951,1067.710693,150400
2015-04-23,1236.050049,1238.219971,1216.500000,1228.430054,1071.618652,90060
2015-04-24,1229.000000,1257.500000,1225.000000,1248.449951,1089.083130,172258
2015-04-27,1254.500000,1259.300049,1243.180054,1250.150024,1090.566284,124642
2015-04-28,1252.500000,1253.319946,1228.050049,1247.280029,1088.062378,118132
2015-04-29,1247.000000,1247.500000,1226.530029,1242.819946,1084.171509,115012
2015-04-30,1242.000000,1242.000000,1214.150024,1233.319946,1075.884521,193446
2015-05-04,1241.000000,1251.930054,1228.569946,1239.550049,1081.319336,104748
2015-05-05,1250.619995,1267.500000,1250.069946,1259.619995,1098.827393,193750
2015-05-06,1255.500000,1258.500000,1228.300049,1231.430054,1074.235962,228294
2015-05-07,1232.500000,1278.000000,1230.000000,1271.650024,1109.321411,205580
2015-05-08,1276.000000,1293.400024,1260.030029,1265.349976,1103.825684,126866
2015-05-11,1272.500000,1281.430054,1263.119995,1277.900024,1114.773804,63760
2015-05-12,1277.500000,1279.619995,1257.680054,1260.599976,1099.682129,61376
2015-05-13,1262.930054,1272.500000,1241.969971,1259.969971,1099.132446,155434
2015-05-14,1264.250000,1264.250000,1243.119995,1249.969971,1090.409058,837928
2015-05-15,1254.000000,1265.000000,1250.500000,1254.819946,1094.640137,33502
2015-05-18,1257.500000,1262.500000,1247.500000,1259.680054,1098.879517,1831544
2015-05-19,1260.000000,1264.750000,1249.150024,1255.969971,1095.643066,212878
2015-05-20,1264.000000,1281.849976,1260.000000,1278.780029,1115.541504,108118
2015-05-21,1279.949951,1290.000000,1274.500000,1278.819946,1115.576294,70166
2015-05-22,1277.750000,1314.500000,1270.530029,1309.780029,1142.584106,737796
2015-05-25,1310.000000,1316.599976,1294.050049,1300.699951,1134.663086,74996
2015-05-26,1301.569946,1311.000000,1295.000000,1303.180054,1136.826538,53828
2015-05-27,1297.500000,1315.750000,1296.000000,1308.280029,1141.275757,96482
2015-05-28,1300.000000,1312.449951,1291.449951,1304.969971,1138.387939,76098
2015-05-29,1305.680054,1323.469971,1299.699951,1305.300049,1138.676147,195974
2015-06-01,1305.119995,1322.430054,1303.800049,1308.199951,1141.205444,73896
2015-06-02,1314.000000,1315.250000,1295.500000,1300.219971,1134.244385,103568
2015-06-03,1304.969971,1312.500000,1296.000000,1305.380005,1138.745728,100560
2015-06-04,1310.000000,1311.000000,1295.250000,1303.099976,1136.756958,68786
2015-06-05,1292.280029,1302.500000,1284.000000,1286.180054,1143.048828,222754
2015-06-08,1299.000000,1299.000000,1282.300049,1289.319946,1145.839478,69924
2015-06-09,1287.500000,1294.000000,1275.000000,1279.050049,1136.712524,53630
2015-06-10,1282.000000,1305.000000,1282.000000,1301.030029,1156.245972,89924
2015-06-11,1302.500000,1312.500000,1275.500000,1285.500000,1142.444702,83500
2015-06-12,1287.430054,1294.030029,1238.500000,1256.030029,1116.254272,211666
2015-06-15,1250.000000,1259.949951,1241.000000,1255.900024,1116.138550,204628
2015-06-16,1256.050049,1258.199951,1247.500000,1255.530029,1115.809937,62236
2015-06-17,1255.500000,1265.030029,1251.599976,1257.469971,1117.533936,92202
2015-06-18,1257.500000,1264.280029,1255.500000,1264.280029,1123.586060,82430
2015-06-19,1269.949951,1280.000000,1265.000000,1275.550049,1133.601929,60832
2015-06-22,1276.280029,1302.500000,1276.000000,1297.849976,1153.420044,58294
2015-06-23,1300.000000,1300.000000,1285.530029,1288.849976,1145.421753,145588
2015-06-24,1291.000000,1292.900024,1280.000000,1284.199951,1141.289185,116180
2015-06-25,1283.500000,1287.000000,1273.250000,1275.880005,1133.895386,54504
2015-06-26,1276.500000,1299.000000,1276.500000,1297.030029,1152.691284,67198
2015-06-29,1290.000000,1301.599976,1273.000000,1296.780029,1152.469604,101602
2015-06-30,1295.000000,1295.000000,1273.500000,1276.099976,1134.090820,108860
2015-07-01,1282.500000,1299.500000,1280.069946,1295.900024,1151.687256,65830
2015-07-02,1304.400024,1304.400024,1287.500000,1290.430054,1146.826172,72456
2015-07-03,1288.500000,1304.319946,1285.500000,1302.400024,1157.463867,58990
2015-07-06,1295.000000,1321.699951,1290.949951,1316.400024,1169.905762,92850
2015-07-07,1317.500000,1323.319946,1302.449951,1309.530029,1163.800415,78296
2015-07-08,1300.500000,1311.219971,1292.050049,1297.030029,1152.691284,303412
2015-07-09,1300.000000,1300.000000,1252.880005,1260.699951,1120.404419,259988
2015-07-10,1281.000000,1281.000000,1227.500000,1235.949951,1098.408691,606696
2015-07-13,1242.000000,1259.150024,1240.000000,1254.300049,1114.716675,128048
2015-07-14,1254.500000,1255.900024,1245.500000,1249.750000,1110.672974,95370
2015-07-15,1251.500000,1275.000000,1251.500000,1273.119995,1131.442383,92056
2015-07-16,1270.500000,1279.219971,1263.000000,1269.069946,1127.842896,80986
2015-07-17,1270.500000,1283.500000,1270.500000,1279.680054,1137.272339,73088
2015-07-20,1279.500000,1294.500000,1277.180054,1289.780029,1151.195923,65860
2015-07-21,1289.750000,1299.530029,1278.000000,1281.430054,1143.743408,79240
2015-07-22,1280.000000,1283.949951,1260.699951,1264.050049,1128.230957,135736
2015-07-23,1267.500000,1269.219971,1241.500000,1243.969971,1110.308228,126690
2015-07-24,1257.000000,1258.500000,1246.930054,1251.880005,1117.368408,53340
2015-07-27,1250.000000,1252.500000,1241.030029,1248.449951,1114.307373,130690
2015-07-28,1250.000000,1259.469971,1246.030029,1250.750000,1116.360107,64630
2015-07-29,1256.000000,1257.719971,1242.449951,1254.050049,1119.305420,78546
2015-07-30,1255.000000,1257.500000,1238.500000,1240.469971,1107.184570,100382
2015-07-31,1245.000000,1259.250000,1244.280029,1255.000000,1120.153076,83126
2015-08-03,1254.949951,1262.000000,1250.000000,1253.969971,1119.234009,48678
2015-08-04,1255.000000,1260.400024,1242.900024,1254.650024,1119.841064,60430
2015-08-05,1255.000000,1273.930054,1255.000000,1270.819946,1134.273193,66790
2015-08-06,1275.000000,1291.000000,1275.000000,1287.150024,1148.848877,79392
2015-08-07,1287.150024,1287.150024,1274.119995,1275.849976,1138.762939,43454
2015-08-10,1281.500000,1294.000000,1279.150024,1285.400024,1147.286865,63296
2015-08-11,1285.000000,1304.969971,1272.030029,1301.530029,1161.683594,116824
2015-08-12,1301.500000,1344.800049,1301.500000,1335.699951,1192.182251,401028
2015-08-13,1335.750000,1341.250000,1313.530029,1318.699951,1177.008667,89796
2015-08-14,1317.550049,1356.500000,1317.550049,1346.819946,1202.107544,135894
2015-08-17,1347.000000,1347.000000,1327.719971,1342.380005,1198.144775,83512
2015-08-18,1350.000000,1373.000000,1347.099976,1367.300049,1220.387085,103260
2015-08-19,1375.000000,1375.469971,1359.030029,1365.699951,1218.958496,62588
2015-08-20,1366.000000,1366.000000,1337.619995,1345.599976,1201.018311,66368
2015-08-21,1345.150024,1363.900024,1328.500000,1337.550049,1193.833374,108304
2015-08-24,1337.500000,1337.500000,1285.000000,1289.599976,1151.035522,167770
2015-08-25,1292.500000,1309.050049,1268.050049,1283.680054,1145.751587,155944
2015-08-26,1282.719971,1319.469971,1257.449951,1288.380005,1149.946655,108616
2015-08-27,1307.599976,1307.599976,1273.500000,1288.800049,1150.321411,63812
2015-08-28,1299.500000,1302.449951,1280.000000,1285.319946,1147.215454,80804
2015-08-31,1291.930054,1294.219971,1266.500000,1282.619995,1144.805664,85438
2015-09-01,1283.500000,1305.000000,1265.500000,1269.400024,1133.006104,98388
2015-09-02,1280.000000,1309.500000,1273.300049,1296.599976,1157.283203,106866
2015-09-03,1307.000000,1307.000000,1288.500000,1302.619995,1162.656372,57044
2015-09-04,1312.500000,1312.500000,1271.219971,1274.719971,1137.754272,90636
2015-09-07,1276.000000,1279.750000,1267.500000,1269.750000,1133.318481,46044
2015-09-08,1271.500000,1281.849976,1261.530029,1271.050049,1134.478760,512514
2015-09-09,1280.000000,1287.500000,1273.319946,1275.319946,1138.289795,62014
2015-09-10,1270.000000,1288.000000,1263.530029,1271.180054,1134.594604,110606
2015-09-11,1274.949951,1284.000000,1267.599976,1272.750000,1135.995728,81920
2015-09-14,1277.500000,1282.349976,1272.569946,1275.380005,1138.343262,34628
2015-09-15,1275.380005,1279.000000,1268.000000,1271.569946,1134.942871,68234
2015-09-16,1274.000000,1281.969971,1271.750000,1275.569946,1138.512939,41600
2015-09-18,1280.000000,1292.500000,1273.900024,1277.069946,1139.851685,94246
2015-09-21,1269.000000,1277.069946,1267.069946,1275.349976,1138.316528,54602
2015-09-22,1277.069946,1286.000000,1246.949951,1263.180054,1127.454224,89186
2015-09-23,1263.500000,1278.650024,1257.500000,1267.030029,1130.890625,74106
2015-09-24,1267.000000,1291.969971,1265.949951,1287.800049,1149.428955,133316
2015-09-28,1290.000000,1309.469971,1290.000000,1295.180054,1156.015747,55330
2015-09-29,1286.000000,1316.000000,1285.000000,1295.099976,1155.944580,74704
2015-09-30,1315.000000,1320.900024,1285.780029,1293.849976,1154.828857,90546
2015-10-01,1300.000000,1322.500000,1295.300049,1319.849976,1178.035156,110352
2015-10-05,1325.000000,1384.500000,1325.000000,1356.719971,1210.943726,215412
2015-10-06,1362.500000,1362.699951,1340.099976,1347.849976,1203.026733,133480
2015-10-07,1347.849976,1358.219971,1323.550049,1327.550049,1184.908081,131440
2015-10-08,1332.530029,1339.000000,1310.250000,1317.380005,1175.830688,96736
2015-10-09,1339.000000,1339.000000,1305.000000,1314.930054,1173.643799,118000
2015-10-12,1333.500000,1335.000000,1292.650024,1296.199951,1156.926514,191846
2015-10-13,1302.500000,1306.219971,1284.030029,1298.699951,1159.157715,243962
2015-10-14,1275.000000,1275.000000,1240.000000,1241.699951,1108.282104,723396
2015-10-15,1245.000000,1252.500000,1232.500000,1234.319946,1101.695190,843970
2015-10-16,1245.000000,1246.000000,1235.000000,1237.969971,1104.952881,113920
2015-10-19,1239.000000,1246.500000,1229.000000,1243.430054,1109.826416,157074
2015-10-20,1246.500000,1264.900024,1246.250000,1263.349976,1127.606079,123862
2015-10-21,1263.380005,1271.099976,1259.349976,1262.750000,1131.998779,123038
2015-10-23,1267.500000,1271.000000,1263.530029,1268.099976,1141.767700,75840
2015-10-26,1272.500000,1274.000000,1258.500000,1267.599976,1141.317627,84658
2015-10-27,1267.599976,1271.969971,1260.719971,1264.900024,1138.886353,63014
2015-10-28,1263.000000,1265.000000,1253.800049,1262.319946,1136.563477,73428
2015-10-29,1265.000000,1265.000000,1246.500000,1248.069946,1123.733154,179668
2015-10-30,1250.500000,1255.500000,1242.500000,1248.650024,1124.255249,87304
2015-11-02,1248.500000,1258.449951,1244.030029,1255.599976,1130.512939,76464
2015-11-03,1260.000000,1272.780029,1259.280029,1271.300049,1144.649048,70980
2015-11-04,1275.500000,1275.500000,1260.099976,1264.719971,1138.724121,58756
2015-11-05,1269.469971,1269.500000,1242.569946,1245.380005,1121.311035,252790
2015-11-06,1244.000000,1257.800049,1241.500000,1252.880005,1128.063965,46934
2015-11-09,1242.000000,1250.300049,1234.469971,1237.530029,1114.243164,242028
2015-11-10,1238.000000,1239.000000,1225.750000,1230.849976,1108.228882,199900
2015-11-13,1232.500000,1232.500000,1193.849976,1198.650024,1079.236816,210762
2015-11-16,1200.000000,1200.000000,1177.500000,1187.449951,1069.152222,142860
2015-11-17,1190.500000,1199.219971,1187.880005,1195.250000,1076.175293,108060
2015-11-18,1195.280029,1195.280029,1173.469971,1175.949951,1058.797729,193076
2015-11-19,1185.000000,1190.619995,1176.030029,1181.599976,1063.885132,316556
2015-11-20,1182.050049,1211.000000,1182.000000,1197.780029,1078.453125,101632
2015-11-23,1206.949951,1206.949951,1192.069946,1195.849976,1076.715576,62248
2015-11-24,1194.000000,1195.949951,1182.500000,1185.050049,1066.991699,55752
2015-11-26,1186.000000,1190.900024,1169.000000,1172.569946,1055.754883,89382
2015-11-27,1173.000000,1178.949951,1166.500000,1176.319946,1059.131104,129668
2015-11-30,1180.000000,1190.650024,1176.000000,1182.619995,1064.803467,89252
2015-12-01,1182.500000,1189.199951,1178.599976,1181.069946,1063.407837,89434
2015-12-02,1183.500000,1185.469971,1174.500000,1182.619995,1064.803467,82846
2015-12-03,1183.000000,1186.280029,1173.750000,1175.430054,1058.329834,136578
2015-12-04,1169.900024,1170.000000,1161.000000,1165.069946,1049.001953,164818
2015-12-07,1165.500000,1172.500000,1158.319946,1162.050049,1046.282959,162092
2015-12-08,1161.500000,1174.250000,1159.000000,1164.750000,1048.713867,212822
2015-12-09,1165.000000,1185.500000,1160.280029,1182.849976,1065.010742,172142
2015-12-10,1185.000000,1196.199951,1176.750000,1190.380005,1071.790405,108516
2015-12-11,1197.500000,1197.500000,1181.530029,1193.619995,1074.707520,107072
2015-12-14,1172.449951,1192.219971,1167.500000,1188.719971,1070.296021,269902
2015-12-15,1190.000000,1192.449951,1182.849976,1187.599976,1069.287476,53926
2015-12-16,1198.969971,1207.280029,1192.849976,1203.550049,1083.648438,252840
2015-12-17,1210.000000,1222.880005,1197.599976,1220.180054,1098.621582,137124
2015-12-18,1218.780029,1218.780029,1201.569946,1208.219971,1087.853149,320128
2015-12-21,1205.000000,1224.000000,1203.719971,1220.469971,1098.882568,73056
